estrategia,R
DIDI_pivo_TRIX,3.4524
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.1215
DIDI_pivo_TRIX,-0.4826
DIDI_pivo_TRIX,4.9739
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-0.2713
DIDI_pivo_ADX,0.5608
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,-0.2691
DIDI_pivo_ADX,-0.4231
DIDI_pivo_ADX,0.1799
DIDI_pivo_ADX,0.5167
DIDI_pivo_ADX,0.9032
DIDI_pivo_ADX,-0.4017
DIDI_pivo_ADX,-0.22
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,2.4286
DIDI_pivo_ADX,2.5
DIDI_pivo_ADX,0.4902
DIDI_pivo_ADX,-0.0515
DIDI_pivo_ADX,-0.4098
DIDI_pivo_ADX,-0.3152
DIDI_pivo_ADX,1.7593
DIDI_pivo_ADX,-0.383
DIDI_pivo_ADX,-0.6863
DIDI_pivo_ADX,-0.1815
DIDI_pivo_ADX,-0.2857
DIDI_pivo_ADX,-0.5429
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,0.2
DIDI_pivo_ADX,3.2581
DIDI_pivo_ADX,-0.4687
DIDI_pivo_ADX,-0.0748
DIDI_pivo_ADX,-0.3175
DIDI_pivo_ADX,0.0
DIDI_pivo_ADX,-0.0702
DIDI_pivo_ADX,-0.1325
DIDI_pivo_ADX,-0.2677
DIDI_pivo_ADX,-0.0708
DIDI_pivo_ADX,-0.3511
DIDI_pivo_ADX,0.3652
DIDI_pivo_ADX,3.6494
DIDI_pivo_ADX,-0.1937
DIDI_pivo_ADX,3.243
DIDI_pivo_ADX,-0.0566
DIDI_pivo_ADX,-0.162
DIDI_pivo_ADX,-0.15
DIDI_pivo_ADX,-0.6453
DIDI_pivo_ADX,-0.2713
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,-1.0
IB_1R,-0.8478
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,-0.2126
IB_1R,1.0
IB_1R,1.0
IB_1R,-0.6028
IB_2R,2.0
IB_2R,2.0
IB_2R,0.9679
IB_2R,0.9013
IB_2R,2.0
IB_2R,2.0
IB_2R,0.725
IB_2R,0.9877
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-0.8478
IB_2R,0.1797
IB_2R,1.2275
IB_2R,1.6003
IB_2R,-0.2126
IB_2R,2.0
IB_2R,0.0862
IB_2R,-0.6028
IB_3R,3.0
IB_3R,3.0
IB_3R,0.9679
IB_3R,0.9013
IB_3R,3.0
IB_3R,3.0
IB_3R,0.725
IB_3R,0.9877
IB_3R,-1.0
IB_3R,-1.0
IB_3R,-0.8478
IB_3R,0.1797
IB_3R,1.2275
IB_3R,1.6003
IB_3R,-0.2126
IB_3R,-1.0
IB_3R,0.0862
IB_3R,-0.6028
IB_parc2R,2.5
IB_parc2R,2.5
IB_parc2R,0.9679
IB_parc2R,0.9013
IB_parc2R,2.5
IB_parc2R,2.5
IB_parc2R,0.725
IB_parc2R,0.9877
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,-0.8478
IB_parc2R,0.1797
IB_parc2R,1.2275
IB_parc2R,1.6003
IB_parc2R,-0.2126
IB_parc2R,1.0
IB_parc2R,0.0862
IB_parc2R,-0.6028
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,4.1275
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.6139
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.6893
DIDI_pivo_TRIX,1.8142
DIDI_pivo_TRIX,2.8369
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.6076
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.5697
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.986
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.0321
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.4476
DIDI_pivo_TRIX,2.1404
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.6432
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-0.4629
DIDI_pivo_TRIX,2.065
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.6459
DIDI_pivo_TRIX,2.2416
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_ADX,0.3689
DIDI_pivo_ADX,0.8352
DIDI_pivo_ADX,0.0104
DIDI_pivo_ADX,-0.2484
DIDI_pivo_ADX,1.0152
DIDI_pivo_ADX,-0.099
DIDI_pivo_ADX,0.2839
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,0.2786
DIDI_pivo_ADX,-0.5579
DIDI_pivo_ADX,-0.2404
DIDI_pivo_ADX,0.2115
DIDI_pivo_ADX,-0.0673
DIDI_pivo_ADX,-0.1243
DIDI_pivo_ADX,-0.125
DIDI_pivo_ADX,-0.5802
DIDI_pivo_ADX,-0.5275
DIDI_pivo_ADX,0.0775
DIDI_pivo_ADX,-0.0533
DIDI_pivo_ADX,0.9726
DIDI_pivo_ADX,-0.004
DIDI_pivo_ADX,0.0327
DIDI_pivo_ADX,1.7468
DIDI_pivo_ADX,0.0492
DIDI_pivo_ADX,-0.6631
DIDI_pivo_ADX,1.1484
DIDI_pivo_ADX,-0.1511
DIDI_pivo_ADX,0.2763
DIDI_pivo_ADX,0.4407
DIDI_pivo_ADX,-0.5069
DIDI_pivo_ADX,0.1716
DIDI_pivo_ADX,-0.7391
DIDI_pivo_ADX,-0.3663
DIDI_pivo_ADX,0.5672
DIDI_pivo_ADX,-0.1724
DIDI_pivo_ADX,0.625
DIDI_pivo_ADX,-0.2823
DIDI_pivo_ADX,0.2
DIDI_pivo_ADX,-0.3825
DIDI_pivo_ADX,-0.2619
DIDI_pivo_ADX,-0.1323
DIDI_pivo_ADX,0.4453
DIDI_pivo_ADX,0.1226
DIDI_pivo_ADX,0.0857
DIDI_pivo_ADX,-0.7059
DIDI_pivo_ADX,-0.3883
DIDI_pivo_ADX,-0.5479
DIDI_pivo_ADX,0.0113
DIDI_pivo_ADX,-0.193
DIDI_pivo_ADX,-0.3024
DIDI_pivo_ADX,-0.0783
DIDI_pivo_ADX,1.0286
DIDI_pivo_ADX,1.1525
DIDI_pivo_ADX,-0.0902
DIDI_pivo_ADX,-0.0156
DIDI_pivo_ADX,1.7016
DIDI_pivo_ADX,-0.2123
DIDI_pivo_ADX,0.8909
DIDI_pivo_ADX,-0.3964
DIDI_pivo_ADX,-0.36
DIDI_pivo_ADX,-0.2559
DIDI_pivo_ADX,-0.2387
DIDI_pivo_ADX,0.5417
DIDI_pivo_ADX,0.4723
DIDI_pivo_ADX,0.2614
DIDI_pivo_ADX,-0.004
DIDI_pivo_ADX,-0.5124
DIDI_pivo_ADX,0.165
DIDI_pivo_ADX,0.625
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,-0.4747
DIDI_pivo_ADX,-0.3916
DIDI_pivo_ADX,1.0942
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,-0.2
DIDI_pivo_ADX,-0.6378
DIDI_pivo_ADX,-0.2099
DIDI_pivo_ADX,0.7443
DIDI_pivo_ADX,0.0171
DIDI_pivo_ADX,0.3838
DIDI_pivo_ADX,-0.1683
DIDI_pivo_ADX,-0.442
DIDI_pivo_ADX,-0.4266
DIDI_pivo_ADX,0.5859
DIDI_pivo_ADX,0.0441
DIDI_pivo_ADX,-0.5161
DIDI_pivo_ADX,-0.5698
DIDI_pivo_ADX,0.1681
DIDI_pivo_ADX,-0.4795
DIDI_pivo_ADX,-0.3587
DIDI_pivo_ADX,-0.7543
DIDI_pivo_ADX,-0.0101
DIDI_pivo_ADX,-0.2411
DIDI_pivo_ADX,-0.4365
IB_1R,1.0
IB_1R,-1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,-1.0
IB_1R,1.0
IB_2R,0.992
IB_2R,-1.0
IB_2R,-1.0
IB_2R,2.0
IB_2R,2.0
IB_2R,-1.0
IB_2R,-1.0
IB_3R,0.992
IB_3R,-1.0
IB_3R,-1.0
IB_3R,1.6562
IB_3R,3.0
IB_3R,-1.0
IB_3R,-1.0
IB_parc2R,0.992
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,1.8281
IB_parc2R,1.0
IB_parc2R,-1.0
IB_parc2R,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.0357
DIDI_pivo_TRIX,1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.1482
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.1577
DIDI_pivo_TRIX,3.0779
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.4707
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.296
DIDI_pivo_TRIX,0.8033
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.8589
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.4335
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.2447
DIDI_pivo_ADX,-0.7463
DIDI_pivo_ADX,-0.5265
DIDI_pivo_ADX,-0.2895
DIDI_pivo_ADX,0.2108
DIDI_pivo_ADX,2.1786
DIDI_pivo_ADX,-0.4375
DIDI_pivo_ADX,0.871
DIDI_pivo_ADX,-0.3538
DIDI_pivo_ADX,0.0741
DIDI_pivo_ADX,-0.3393
DIDI_pivo_ADX,-0.1202
DIDI_pivo_ADX,-0.1387
DIDI_pivo_ADX,-0.2949
DIDI_pivo_ADX,-0.0879
DIDI_pivo_ADX,-0.3433
DIDI_pivo_ADX,-0.4359
DIDI_pivo_ADX,0.0769
DIDI_pivo_ADX,0.0721
DIDI_pivo_ADX,0.0625
DIDI_pivo_ADX,-0.1053
DIDI_pivo_ADX,-0.5161
DIDI_pivo_ADX,0.4756
DIDI_pivo_ADX,0.017
DIDI_pivo_ADX,1.1185
DIDI_pivo_ADX,-0.0917
DIDI_pivo_ADX,-0.5937
DIDI_pivo_ADX,-0.3417
DIDI_pivo_ADX,1.122
DIDI_pivo_ADX,-0.4694
DIDI_pivo_ADX,-0.7436
DIDI_pivo_ADX,0.3796
DIDI_pivo_ADX,0.5755
DIDI_pivo_ADX,-0.0455
DIDI_pivo_ADX,-0.493
DIDI_pivo_ADX,1.7429
DIDI_pivo_ADX,-0.375
DIDI_pivo_ADX,0.2606
DIDI_pivo_ADX,-0.0325
DIDI_pivo_ADX,-0.1498
DIDI_pivo_ADX,-0.4737
DIDI_pivo_ADX,0.1261
DIDI_pivo_ADX,0.2111
DIDI_pivo_ADX,-0.4016
DIDI_pivo_ADX,-0.1224
DIDI_pivo_ADX,-0.4842
DIDI_pivo_ADX,1.4545
DIDI_pivo_ADX,-0.1176
DIDI_pivo_ADX,-0.2143
DIDI_pivo_ADX,-0.4115
DIDI_pivo_ADX,-0.3797
DIDI_pivo_ADX,-0.4651
DIDI_pivo_ADX,0.2
DIDI_pivo_ADX,-0.2394
DIDI_pivo_ADX,-0.0972
DIDI_pivo_ADX,-0.3889
DIDI_pivo_ADX,1.5692
DIDI_pivo_ADX,-0.033
DIDI_pivo_ADX,-0.4706
DIDI_pivo_ADX,0.0727
DIDI_pivo_ADX,-0.1506
DIDI_pivo_ADX,-0.1334
DIDI_pivo_ADX,-0.2264
DIDI_pivo_ADX,-0.5734
DIDI_pivo_ADX,-0.6308
IB_1R,1.0
IB_1R,-1.0
IB_1R,1.0
IB_1R,0.268
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,0.1213
IB_1R,1.0
IB_1R,1.0
IB_1R,0.4458
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,2.0
IB_2R,0.268
IB_2R,2.0
IB_2R,2.0
IB_2R,2.0
IB_2R,2.0
IB_2R,0.1213
IB_2R,-1.0
IB_2R,2.0
IB_2R,0.4458
IB_2R,2.0
IB_2R,1.1388
IB_2R,-1.0
IB_2R,1.6376
IB_2R,0.8259
IB_2R,0.354
IB_2R,2.0
IB_3R,-1.0
IB_3R,-1.0
IB_3R,3.0
IB_3R,0.268
IB_3R,2.0727
IB_3R,3.0
IB_3R,2.0118
IB_3R,1.541
IB_3R,0.1213
IB_3R,-1.0
IB_3R,3.0
IB_3R,0.4458
IB_3R,3.0
IB_3R,1.1388
IB_3R,-1.0
IB_3R,1.6376
IB_3R,0.8259
IB_3R,0.354
IB_3R,3.0
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,2.5
IB_parc2R,0.268
IB_parc2R,2.0363
IB_parc2R,2.5
IB_parc2R,2.0059
IB_parc2R,1.7705
IB_parc2R,0.1213
IB_parc2R,-1.0
IB_parc2R,2.5
IB_parc2R,0.4458
IB_parc2R,2.5
IB_parc2R,1.1388
IB_parc2R,-1.0
IB_parc2R,1.6376
IB_parc2R,0.8259
IB_parc2R,0.354
IB_parc2R,2.5
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.8097
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.0128
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.6307
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.0182
DIDI_pivo_TRIX,2.263
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.9935
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.2835
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.0378
DIDI_pivo_TRIX,1.9215
DIDI_pivo_TRIX,3.254
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.3139
DIDI_pivo_TRIX,1.9712
DIDI_pivo_TRIX,2.1428
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.614
DIDI_pivo_TRIX,-1.0
DIDI_pivo_ADX,-0.6069
DIDI_pivo_ADX,0.1584
DIDI_pivo_ADX,-0.1331
DIDI_pivo_ADX,-0.1335
DIDI_pivo_ADX,-0.3243
DIDI_pivo_ADX,-0.4612
DIDI_pivo_ADX,0.5374
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,-0.1167
DIDI_pivo_ADX,-0.1736
DIDI_pivo_ADX,-0.1442
DIDI_pivo_ADX,-0.1912
DIDI_pivo_ADX,-0.6387
DIDI_pivo_ADX,0.2836
DIDI_pivo_ADX,-0.1295
DIDI_pivo_ADX,0.0505
DIDI_pivo_ADX,-0.6115
DIDI_pivo_ADX,0.2405
DIDI_pivo_ADX,0.036
DIDI_pivo_ADX,-0.0083
DIDI_pivo_ADX,0.1173
DIDI_pivo_ADX,-0.0251
DIDI_pivo_ADX,-0.3336
DIDI_pivo_ADX,-0.0709
DIDI_pivo_ADX,0.5321
DIDI_pivo_ADX,1.5799
DIDI_pivo_ADX,0.6546
DIDI_pivo_ADX,0.1683
DIDI_pivo_ADX,0.8118
DIDI_pivo_ADX,0.0085
DIDI_pivo_ADX,-0.077
DIDI_pivo_ADX,-0.1458
DIDI_pivo_ADX,-0.5831
DIDI_pivo_ADX,0.7764
DIDI_pivo_ADX,1.2474
DIDI_pivo_ADX,-0.5782
DIDI_pivo_ADX,0.0735
DIDI_pivo_ADX,0.1395
DIDI_pivo_ADX,-0.2315
DIDI_pivo_ADX,1.403
DIDI_pivo_ADX,0.9482
DIDI_pivo_ADX,-0.1788
DIDI_pivo_ADX,0.1766
DIDI_pivo_ADX,1.5308
DIDI_pivo_ADX,0.3107
DIDI_pivo_ADX,0.909
DIDI_pivo_ADX,0.0893
DIDI_pivo_ADX,-0.2383
DIDI_pivo_ADX,0.6015
DIDI_pivo_ADX,-0.0937
DIDI_pivo_ADX,0.0997
DIDI_pivo_ADX,0.6703
DIDI_pivo_ADX,-0.2152
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,-0.3322
DIDI_pivo_ADX,-0.5232
DIDI_pivo_ADX,-0.2566
DIDI_pivo_ADX,0.6667
DIDI_pivo_ADX,1.0885
DIDI_pivo_ADX,-0.4393
DIDI_pivo_ADX,-0.1701
DIDI_pivo_ADX,-0.328
DIDI_pivo_ADX,-0.6149
DIDI_pivo_ADX,-0.1232
DIDI_pivo_ADX,0.7182
DIDI_pivo_ADX,-0.0474
DIDI_pivo_ADX,-0.5458
IB_1R,1.0
IB_1R,0.7141
IB_1R,0.3967
IB_1R,-1.0
IB_1R,-1.0
IB_1R,-1.0
IB_1R,-1.0
IB_1R,-1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,-1.0
IB_1R,-1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,-1.0
IB_2R,2.0
IB_2R,0.7141
IB_2R,0.3967
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,1.4202
IB_2R,2.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_3R,-1.0
IB_3R,0.7141
IB_3R,0.3967
IB_3R,-1.0
IB_3R,-1.0
IB_3R,-1.0
IB_3R,-1.0
IB_3R,-1.0
IB_3R,1.4202
IB_3R,1.2602
IB_3R,-1.0
IB_3R,-1.0
IB_3R,-1.0
IB_3R,-1.0
IB_3R,-1.0
IB_parc2R,1.0
IB_parc2R,0.7141
IB_parc2R,0.3967
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,1.4202
IB_parc2R,1.6301
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,-1.0
DIDI_pivo_TRIX,-0.3327
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.3014
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.2456
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.9579
DIDI_pivo_TRIX,1.4345
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.7745
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.0286
DIDI_pivo_TRIX,1.8786
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.0
DIDI_pivo_TRIX,2.0184
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.0967
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.2575
DIDI_pivo_ADX,0.0392
DIDI_pivo_ADX,-0.3448
DIDI_pivo_ADX,0.0652
DIDI_pivo_ADX,0.1237
DIDI_pivo_ADX,0.25
DIDI_pivo_ADX,0.7408
DIDI_pivo_ADX,-0.1356
DIDI_pivo_ADX,0.5054
DIDI_pivo_ADX,-0.3504
DIDI_pivo_ADX,2.2857
DIDI_pivo_ADX,-0.175
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,-0.3103
DIDI_pivo_ADX,0.25
DIDI_pivo_ADX,-0.3068
DIDI_pivo_ADX,-0.0195
DIDI_pivo_ADX,-0.0405
DIDI_pivo_ADX,-0.7969
DIDI_pivo_ADX,-0.0655
DIDI_pivo_ADX,-0.1899
DIDI_pivo_ADX,0.3478
DIDI_pivo_ADX,-0.2031
DIDI_pivo_ADX,-0.3188
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,-0.2353
DIDI_pivo_ADX,-0.4074
DIDI_pivo_ADX,-0.4834
DIDI_pivo_ADX,-0.2882
DIDI_pivo_ADX,2.2857
DIDI_pivo_ADX,-0.3667
DIDI_pivo_ADX,-0.2727
DIDI_pivo_ADX,-0.2086
DIDI_pivo_ADX,0.35
DIDI_pivo_ADX,0.0448
DIDI_pivo_ADX,-0.1231
DIDI_pivo_ADX,0.5097
DIDI_pivo_ADX,-0.05
DIDI_pivo_ADX,-0.592
DIDI_pivo_ADX,-0.2
DIDI_pivo_ADX,-0.51
DIDI_pivo_ADX,-0.1214
DIDI_pivo_ADX,0.0341
DIDI_pivo_ADX,-0.3293
DIDI_pivo_ADX,-0.5303
DIDI_pivo_ADX,0.0183
DIDI_pivo_ADX,0.0318
DIDI_pivo_ADX,1.1132
DIDI_pivo_ADX,-0.2623
DIDI_pivo_ADX,-0.3302
DIDI_pivo_ADX,-0.012
DIDI_pivo_ADX,-0.0635
DIDI_pivo_ADX,2.2239
DIDI_pivo_ADX,-0.2777
DIDI_pivo_ADX,0.9722
DIDI_pivo_ADX,-0.4815
DIDI_pivo_ADX,0.0086
DIDI_pivo_ADX,-0.2262
DIDI_pivo_ADX,1.2305
DIDI_pivo_ADX,1.3942
DIDI_pivo_ADX,-0.4071
DIDI_pivo_ADX,-0.774
DIDI_pivo_ADX,0.1147
DIDI_pivo_ADX,0.0183
DIDI_pivo_ADX,0.3472
DIDI_pivo_ADX,0.369
DIDI_pivo_ADX,-0.3968
IB_1R,-1.0
IB_1R,-1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,-1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,1.0007
IB_2R,2.0
IB_2R,2.0
IB_2R,-1.0
IB_2R,2.0
IB_2R,-0.378
IB_2R,-1.0
IB_3R,-1.0
IB_3R,-1.0
IB_3R,1.0007
IB_3R,3.0
IB_3R,3.0
IB_3R,-1.0
IB_3R,3.0
IB_3R,-0.378
IB_3R,-1.0
IB_parc2R,-1.0
IB_parc2R,-1.0
IB_parc2R,1.0007
IB_parc2R,2.5
IB_parc2R,2.5
IB_parc2R,-1.0
IB_parc2R,1.0
IB_parc2R,-0.378
IB_parc2R,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.0
DIDI_pivo_TRIX,2.3336
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.2076
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-0.2847
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.5564
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.9401
DIDI_pivo_TRIX,1.5268
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,2.3505
DIDI_pivo_TRIX,2.3115
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,0.4667
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,4.5292
DIDI_pivo_TRIX,2.3429
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,-1.0
DIDI_pivo_TRIX,1.654
DIDI_pivo_ADX,-0.0548
DIDI_pivo_ADX,0.1833
DIDI_pivo_ADX,-1.0
DIDI_pivo_ADX,-0.1225
DIDI_pivo_ADX,0.3704
DIDI_pivo_ADX,-0.3333
DIDI_pivo_ADX,-0.5636
DIDI_pivo_ADX,-0.2664
DIDI_pivo_ADX,-0.3652
DIDI_pivo_ADX,0.2353
DIDI_pivo_ADX,-0.1212
DIDI_pivo_ADX,-0.1333
DIDI_pivo_ADX,-0.4545
DIDI_pivo_ADX,-0.6667
DIDI_pivo_ADX,0.8261
DIDI_pivo_ADX,-0.069
DIDI_pivo_ADX,-0.439
DIDI_pivo_ADX,-0.2083
DIDI_pivo_ADX,0.5333
DIDI_pivo_ADX,-0.173
DIDI_pivo_ADX,-0.3052
DIDI_pivo_ADX,-0.1818
DIDI_pivo_ADX,-0.1481
DIDI_pivo_ADX,3.6667
DIDI_pivo_ADX,-0.4426
DIDI_pivo_ADX,0.1591
DIDI_pivo_ADX,-0.1667
DIDI_pivo_ADX,0.2068
DIDI_pivo_ADX,-0.5
DIDI_pivo_ADX,0.0952
DIDI_pivo_ADX,-0.5227
DIDI_pivo_ADX,-0.2727
DIDI_pivo_ADX,-0.2935
DIDI_pivo_ADX,-0.4923
DIDI_pivo_ADX,-0.1103
DIDI_pivo_ADX,0.14
DIDI_pivo_ADX,-0.4327
DIDI_pivo_ADX,1.1717
DIDI_pivo_ADX,-0.1806
DIDI_pivo_ADX,-0.0114
DIDI_pivo_ADX,-0.1905
DIDI_pivo_ADX,-0.5584
DIDI_pivo_ADX,0.275
DIDI_pivo_ADX,-0.4107
DIDI_pivo_ADX,0.7763
DIDI_pivo_ADX,0.0723
DIDI_pivo_ADX,-0.7105
DIDI_pivo_ADX,0.1864
DIDI_pivo_ADX,-0.3623
DIDI_pivo_ADX,0.3404
DIDI_pivo_ADX,0.3648
DIDI_pivo_ADX,0.8961
DIDI_pivo_ADX,0.5783
DIDI_pivo_ADX,0.5
DIDI_pivo_ADX,0.2898
DIDI_pivo_ADX,0.0783
DIDI_pivo_ADX,-0.4304
DIDI_pivo_ADX,0.26
DIDI_pivo_ADX,-0.2658
DIDI_pivo_ADX,0.1375
DIDI_pivo_ADX,0.2835
DIDI_pivo_ADX,2.2624
DIDI_pivo_ADX,0.3871
DIDI_pivo_ADX,0.2741
DIDI_pivo_ADX,0.2707
DIDI_pivo_ADX,-0.14
DIDI_pivo_ADX,0.5997
DIDI_pivo_ADX,-0.6139
DIDI_pivo_ADX,-0.3738
DIDI_pivo_ADX,0.5685
IB_1R,-1.0
IB_1R,-1.0
IB_1R,1.0
IB_1R,-1.0
IB_1R,1.0
IB_1R,1.0
IB_1R,-1.0
IB_1R,1.0
IB_1R,-1.0
IB_1R,-1.0
IB_1R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_2R,2.0
IB_2R,1.111
IB_2R,-1.0
IB_2R,0.627
IB_2R,-1.0
IB_2R,-1.0
IB_2R,-1.0
IB_3R,-1.0
IB_3R,-1.0
IB_3R,-1.0
IB_3R,-1.0
