date,open,high,low,close,volume,div,split
2016-09-12,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-13,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-14,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-15,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-16,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-19,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-20,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-21,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-22,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-23,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-26,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-27,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-28,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-29,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-09-30,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-03,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-04,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-05,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-06,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-07,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-10,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-11,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-13,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-14,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-17,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-18,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-19,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-20,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-21,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-24,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-25,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-26,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-27,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-28,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-10-31,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-11-01,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-11-03,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-11-04,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-11-07,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-11-08,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-11-09,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-11-10,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-11-11,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
2016-11-14,17.026586532592773,17.026586532592773,17.026586532592773,17.026586532592773,0,,
